show_id,type,title,rating,duration,listed_in,description,year_added,tagged_description,categorie,emotion
s85,Movie,Omo Ghetto: the Saga,TV-MA,147 min,"Action & Adventure, Comedies, Dramas","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",2021,"s85 Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",Action & Adventure,neutral
s86,TV Show,PokÃ©mon Master Journeys: The Series,TV-Y7,1 Season,"Anime Series, Kids' TV","As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every PokÃ©mon. Together, they're on a journey to adventure!",2021,"s86 As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every PokÃ©mon. Together, they're on a journey to adventure!",Anime Series,neutral
s87,Movie,Prey,TV-MA,87 min,"International Movies, Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,2021,s87 A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,International Movies,fear
s88,TV Show,Titipo Titipo,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,2021,s88 Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,Kids' TV,neutral
s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,PG-13,96 min,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",2021,"s89 From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",Documentaries,fear
s90,TV Show,Mighty Raju,TV-Y7,4 Seasons,Kids' TV,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place â but that will mean facing plenty of challenges!",2021,"s90 Born with superhuman abilities, young Raju wants to use his powers to make the world a better place â but that will mean facing plenty of challenges!",Kids' TV,neutral
s91,Movie,Paradise Hills,TV-MA,95 min,"Sci-Fi & Fantasy, Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. Thatâs bad enough, but its real purpose is even worse.",2021,"s91 Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. Thatâs bad enough, but its real purpose is even worse.",Action & Adventure,disgust
s92,Movie,The Women and the Murderer,TV-14,92 min,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,2021,s92 This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,Documentaries,disgust
s93,TV Show,Into the Night,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,2021,s93 Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,International TV Shows,fear
s94,Movie,JJ+E,TV-MA,91 min,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",2021,"s94 Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",Dramas,neutral
s95,Movie,Show Dogs,PG,90 min,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,2021,s95 A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,Children & Family Movies,neutral
s96,TV Show,The Circle,TV-MA,3 Seasons,Reality TV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",2021,"s96 Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",Reality TV,neutral
s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,TV-MA,97 min,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",2021,"s97 Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",Documentaries,neutral
s98,TV Show,Kid Cosmic,TV-Y7,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined â and he can't do it alone.,2021,s98 A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined â and he can't do it alone.,Kids' TV,sadness
s99,TV Show,Octonauts: Above & Beyond,TV-Y,1 Season,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea âÂ and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",2021,"s99 The Octonauts expand their exploration beyond the sea âÂ and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",British TV Shows,fear
s100,TV Show,On the Verge,TV-MA,1 Season,"TV Comedies, TV Dramas","Four women â a chef, a single mom, an heiress and a job seeker â dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",2021,"s100 Four women â a chef, a single mom, an heiress and a job seeker â dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",TV Comedies,joy
s101,TV Show,Tobot Galaxy Detectives,TV-Y7,2 Seasons,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",2021,"s101 An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",Kids' TV,neutral
s102,Movie,Untold: Breaking Point,TV-MA,80 min,"Documentaries, Sports Movies","Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",2021,"s102 Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",Documentaries,fear
s103,TV Show,Countdown: Inspiration4 Mission to Space,TV-14,1 Season,"Docuseries, Science & Nature TV","From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",2021,"s103 From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",Docuseries,neutral
s104,Movie,Shadow Parties,TV-MA,117 min,"Dramas, International Movies, Thrillers",A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,2021,s104 A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,Dramas,anger
s105,TV Show,Tayo the Little Bus,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",2021,"s105 As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",Kids' TV,neutral
s106,Movie,Angamaly Diaries,TV-14,128 min,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",2021,"s106 After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",Action & Adventure,disgust
s107,TV Show,Bunk'd,TV-G,5 Seasons,"Kids' TV, TV Comedies","The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",2021,"s107 The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",Kids' TV,joy
s108,Movie,A Champion Heart,G,90 min,"Children & Family Movies, Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",2021,"s108 When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",Children & Family Movies,sadness
s109,TV Show,Dive Club,TV-G,1 Season,"Kids' TV, TV Dramas, Teen TV Shows","On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",2021,"s109 On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",Kids' TV,neutral
